# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 16 09:42:42 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BOYAJIAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.447..846B/abstract target=ref>Boyajian et al. 2015</a>,,,13.63000000,1.21600000,369.30300000,1.16200000,Mass,,,,0,<a refstr=BOYAJIAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.447..846B/abstract target=ref>Boyajian et al. 2015</a>,,4875.00,0.805000,0.846000,-0.0300,[Fe/H],4.560000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2018-04-25,2015-02,2015-01-22
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,2.20000000000,0.0310000000,12.30000000,1.10000000,349.60000000,1.10000000,Mass,0.000000,,1200.00,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,K0-2 V,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2018-04-25,2015-04,2015-02-12
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BARSTOW_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...834...50B/abstract target=ref>Barstow et al. 2017</a>,,,,,,,,,,1201.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5023.00,0.776484,0.840000,0.0200,[M/H],4.582080,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2018-04-25,2017-01,2016-10-13
HD 189733 b,HD 189733,1,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.21857567000,,12.66617000,1.13000000,359.14790000,1.13000000,Mass,0.000000,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5052.00,0.750000,0.790000,-0.0200,[Fe/H],4.490000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2018-12-03,2017-03,2018-12-06
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.21857700000,0.0310600000,12.54287100,1.11900000,370.58978000,1.16600000,Mass,,356.0000,1209.00,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,,5050.00,0.765000,0.812000,-0.0300,[Fe/H],4.580000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2019-09-20,2019-11,2019-09-26
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,2.21855500000,0.0312600000,,,369.63443734,1.16300000,Msini,0.027000,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5012.50,0.782719,0.827851,0.0408,[Fe/H],4.570662,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2022-05-09,2021-07,2022-05-09
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,2.21857519000,,,,,,,,,,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5040.00,0.756000,0.806000,-0.0300,[Fe/H],4.587000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2022-01-24,2022-02,2022-01-24
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.21900000000,0.0313000000,14.12000000,1.26000000,365.49000000,1.15000000,Mass,0.000000,,,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,,5050.00,0.760000,0.820000,-0.0300,[Fe/H],4.530000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2018-04-25,2005-12,2014-08-21
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.21857520000,0.0310000000,12.75584200,1.13800000,356.92309000,1.12300000,Mass,0.003900,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5040.00,0.756000,0.806000,-0.0300,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2019-03-18,2017-06,2019-03-21
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=AGOL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721.1861A/abstract target=ref> Agol et al. 2010 </a>,2.21857567000,,,,,,,,,,0,<a refstr=AGOL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721.1861A/abstract target=ref> Agol et al. 2010 </a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2018-04-25,2010-10,2014-08-21
HD 189733 b,HD 189733,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=SING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.529...59S/abstract target=ref>Sing et al. 2016</a>,2.22000000000,,12.77826000,1.14000000,362.32620000,1.14000000,Mass,,,1200.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5023.00,0.776484,0.840000,0.0200,[M/H],4.582080,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.76380000,7.6700000,5.5410000,7.4143200,2018-04-25,2016-01,2016-01-14
WASP-49 b,WASP-49,0,2,1,Transit,2012,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.78173786419,,12.68410234,1.13160176,,,,,615.4709,1270.34,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5600.00,1.020950,,,,4.429100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.55300000,11.3520000,9.7490000,11.2907000,2022-08-08,2017-07,2022-08-08
WASP-49 b,WASP-49,0,2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=WYTTENBACH_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..36W/abstract target=ref>Wyttenbach et al. 2017</a>,2.78173620000,0.0387300000,13.42838200,1.19800000,126.81417000,0.39900000,Mass,0.000000,,1400.00,0,<a refstr=WYTTENBACH_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..36W/abstract target=ref>Wyttenbach et al. 2017</a>,G6 V,5600.00,1.038000,1.003000,,,4.500000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.55300000,11.3520000,9.7490000,11.2907000,2018-04-25,2017-06,2017-08-31
WASP-49 b,WASP-49,0,2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=LENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...544A..72L/abstract target=ref> Lendl et al. 2012 </a>,2.78173870000,0.0379000000,12.49800000,1.11500000,120.13500000,0.37800000,Mass,0.000000,,,0,<a refstr=LENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...544A..72L/abstract target=ref> Lendl et al. 2012 </a>,,5600.00,0.976000,0.938000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.55300000,11.3520000,9.7490000,11.2907000,2018-04-25,2012-08,2014-05-14
WASP-49 b,WASP-49,0,2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,2.78173660000,,,,,,,,,,0,<a refstr=LENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...544A..72L/abstract target=ref> Lendl et al. 2012 </a>,,5600.00,0.976000,0.938000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.55300000,11.3520000,9.7490000,11.2907000,2022-01-24,2022-02,2022-01-24
WASP-49 b,WASP-49,1,2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.78174000000,,12.44199000,1.11000000,117.59710000,0.37000000,Mass,0.000000,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5600.00,0.970000,0.920000,-0.2300,[Fe/H],4.500000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.55300000,11.3520000,9.7490000,11.2907000,2018-04-25,2017-03,2018-04-26
WASP-49 b,WASP-49,0,2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.78173870000,0.0379000000,12.49803500,1.11500000,126.81417000,0.39900000,Mass,0.026000,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5600.00,0.976000,0.938000,-0.2300,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.55300000,11.3520000,9.7490000,11.2907000,2019-03-18,2017-06,2019-03-21
